,source,type,score,phase,gene_type,gene_name,level,hgnc_id,havana_gene
ENSG00000111802.14,HAVANA,gene,,,protein_coding,TDP2,2,HGNC:17768,OTTHUMG00000014360.2
ENSG00000111816.8,HAVANA,gene,,,protein_coding,FRK,2,HGNC:3955,OTTHUMG00000015424.3
ENSG00000111817.19,HAVANA,gene,,,protein_coding,DSE,2,HGNC:21144,OTTHUMG00000015434.16
ENSG00000111832.13,HAVANA,gene,,,protein_coding,RWDD1,2,HGNC:20993,OTTHUMG00000015441.5
ENSG00000111834.13,HAVANA,gene,,,protein_coding,RSPH4A,2,HGNC:21558,OTTHUMG00000015444.3
ENSG00000111837.12,HAVANA,gene,,,protein_coding,MAK,2,HGNC:6816,OTTHUMG00000014247.3
ENSG00000111843.14,HAVANA,gene,,,protein_coding,TMEM14C,2,HGNC:20952,OTTHUMG00000014242.2
ENSG00000111845.5,HAVANA,gene,,,protein_coding,PAK1IP1,2,HGNC:20882,OTTHUMG00000014245.2
ENSG00000111850.11,HAVANA,gene,,,protein_coding,SMIM8,1,HGNC:21401,OTTHUMG00000015168.8
ENSG00000111859.17,HAVANA,gene,,,protein_coding,NEDD9,2,HGNC:7733,OTTHUMG00000014255.8
ENSG00000111860.14,HAVANA,gene,,,protein_coding,CEP85L,1,HGNC:21638,OTTHUMG00000015465.6
ENSG00000111863.13,HAVANA,gene,,,protein_coding,ADTRP,2,HGNC:21214,OTTHUMG00000014260.4
ENSG00000111875.8,HAVANA,gene,,,protein_coding,ASF1A,2,HGNC:20995,OTTHUMG00000015470.4
ENSG00000111879.20,HAVANA,gene,,,protein_coding,FAM184A,1,HGNC:20991,OTTHUMG00000015471.8
ENSG00000111880.16,HAVANA,gene,,,protein_coding,RNGTT,2,HGNC:10073,OTTHUMG00000015190.5
ENSG00000111885.7,HAVANA,gene,,,protein_coding,MAN1A1,2,HGNC:6821,OTTHUMG00000015472.2
ENSG00000111886.11,HAVANA,gene,,,protein_coding,GABRR2,2,HGNC:4091,OTTHUMG00000015198.4
ENSG00000111897.7,HAVANA,gene,,,protein_coding,SERINC1,2,HGNC:13464,OTTHUMG00000015487.3
ENSG00000111906.18,HAVANA,gene,,,protein_coding,HDDC2,2,HGNC:21078,OTTHUMG00000015506.4
ENSG00000111907.21,HAVANA,gene,,,protein_coding,TPD52L1,1,HGNC:12006,OTTHUMG00000015505.6
ENSG00000111911.7,HAVANA,gene,,,protein_coding,HINT3,2,HGNC:18468,OTTHUMG00000015514.3
ENSG00000111912.20,HAVANA,gene,,,protein_coding,NCOA7,2,HGNC:21081,OTTHUMG00000015513.8
ENSG00000111913.20,HAVANA,gene,,,protein_coding,RIPOR2,2,HGNC:13872,OTTHUMG00000191459.13
ENSG00000111962.8,HAVANA,gene,,,protein_coding,UST,2,HGNC:17223,OTTHUMG00000016135.2
ENSG00000111981.5,HAVANA,gene,,,protein_coding,ULBP1,2,HGNC:14893,OTTHUMG00000015810.3
ENSG00000112029.10,HAVANA,gene,,,protein_coding,FBXO5,2,HGNC:13584,OTTHUMG00000015854.3
ENSG00000112031.16,HAVANA,gene,,,protein_coding,MTRF1L,2,HGNC:21051,OTTHUMG00000015857.4
ENSG00000112033.14,HAVANA,gene,,,protein_coding,PPARD,2,HGNC:9235,OTTHUMG00000014567.3
ENSG00000112038.18,HAVANA,gene,,,protein_coding,OPRM1,1,HGNC:8156,OTTHUMG00000015870.9
ENSG00000112039.5,HAVANA,gene,,,protein_coding,FANCE,2,HGNC:3586,OTTHUMG00000014565.4
ENSG00000112041.13,HAVANA,gene,,,protein_coding,TULP1,2,HGNC:12423,OTTHUMG00000014575.5
ENSG00000112053.14,HAVANA,gene,,,protein_coding,SLC26A8,2,HGNC:14468,OTTHUMG00000014586.5
ENSG00000112062.11,HAVANA,gene,,,protein_coding,MAPK14,1,HGNC:6876,OTTHUMG00000159806.3
ENSG00000112078.14,HAVANA,gene,,,protein_coding,KCTD20,2,HGNC:21052,OTTHUMG00000014597.4
ENSG00000112079.9,HAVANA,gene,,,protein_coding,STK38,2,HGNC:17847,OTTHUMG00000014598.2
ENSG00000112081.17,HAVANA,gene,,,protein_coding,SRSF3,2,HGNC:10785,OTTHUMG00000014599.8
ENSG00000112096.19,HAVANA,gene,,,protein_coding,SOD2,1,HGNC:11180,OTTHUMG00000015940.5
ENSG00000112110.10,HAVANA,gene,,,protein_coding,MRPL18,2,HGNC:14477,OTTHUMG00000015942.2
ENSG00000112115.7,HAVANA,gene,,,protein_coding,IL17A,2,HGNC:5981,OTTHUMG00000014840.2
ENSG00000112116.10,HAVANA,gene,,,protein_coding,IL17F,2,HGNC:16404,OTTHUMG00000014845.4
ENSG00000112118.20,HAVANA,gene,,,protein_coding,MCM3,1,HGNC:6945,OTTHUMG00000014844.7
ENSG00000112130.17,HAVANA,gene,,,protein_coding,RNF8,2,HGNC:10071,OTTHUMG00000014620.5
ENSG00000112144.16,HAVANA,gene,,,protein_coding,CILK1,2,HGNC:21219,OTTHUMG00000014870.1
ENSG00000112146.17,HAVANA,gene,,,protein_coding,FBXO9,1,HGNC:13588,OTTHUMG00000014869.9
ENSG00000112149.10,HAVANA,gene,,,protein_coding,CD83,2,HGNC:1703,OTTHUMG00000014283.2
ENSG00000112159.12,HAVANA,gene,,,protein_coding,MDN1,2,HGNC:18302,OTTHUMG00000015213.4
ENSG00000112164.6,HAVANA,gene,,,protein_coding,GLP1R,2,HGNC:4324,OTTHUMG00000014638.2
ENSG00000112167.10,HAVANA,gene,,,protein_coding,SAYSD1,2,HGNC:21025,OTTHUMG00000014641.2
ENSG00000112175.8,HAVANA,gene,,,protein_coding,BMP5,2,HGNC:1072,OTTHUMG00000014903.2
ENSG00000112182.15,HAVANA,gene,,,protein_coding,BACH2,2,HGNC:14078,OTTHUMG00000015216.5
ENSG00000112183.15,HAVANA,gene,,,protein_coding,RBM24,2,HGNC:21539,OTTHUMG00000014306.5
ENSG00000112195.9,HAVANA,gene,,,protein_coding,TREML2,2,HGNC:21092,OTTHUMG00000016349.4
ENSG00000112200.17,HAVANA,gene,,,protein_coding,ZNF451,2,HGNC:21091,OTTHUMG00000014916.11
ENSG00000112208.11,HAVANA,gene,,,protein_coding,BAG2,2,HGNC:938,OTTHUMG00000014919.3
ENSG00000112210.12,HAVANA,gene,,,protein_coding,RAB23,2,HGNC:14263,OTTHUMG00000014918.4
ENSG00000112212.12,HAVANA,gene,,,protein_coding,TSPO2,1,HGNC:21256,OTTHUMG00000014666.3
ENSG00000112218.9,HAVANA,gene,,,protein_coding,GPR63,2,HGNC:13302,OTTHUMG00000015245.3
ENSG00000112232.10,HAVANA,gene,,,protein_coding,KHDRBS2,2,HGNC:18114,OTTHUMG00000014936.3
ENSG00000112234.9,HAVANA,gene,,,protein_coding,FBXL4,2,HGNC:13601,OTTHUMG00000015259.4
ENSG00000112237.13,HAVANA,gene,,,protein_coding,CCNC,1,HGNC:1581,OTTHUMG00000015268.5
ENSG00000112238.12,HAVANA,gene,,,protein_coding,PRDM13,2,HGNC:13998,OTTHUMG00000015269.4
ENSG00000112246.10,HAVANA,gene,,,protein_coding,SIM1,2,HGNC:10882,OTTHUMG00000015275.3
ENSG00000112249.14,HAVANA,gene,,,protein_coding,ASCC3,2,HGNC:18697,OTTHUMG00000015279.4
ENSG00000112273.7,HAVANA,gene,,,protein_coding,HDGFL1,2,HGNC:21095,OTTHUMG00000016206.2
ENSG00000112276.14,HAVANA,gene,,,protein_coding,BVES,2,HGNC:1152,OTTHUMG00000015291.3
ENSG00000112282.18,HAVANA,gene,,,protein_coding,MED23,2,HGNC:2372,OTTHUMG00000015565.3
ENSG00000112290.13,HAVANA,gene,,,protein_coding,WASF1,2,HGNC:12732,OTTHUMG00000015357.4
ENSG00000112293.15,HAVANA,gene,,,protein_coding,GPLD1,2,HGNC:4459,OTTHUMG00000016104.3
ENSG00000112294.14,HAVANA,gene,,,protein_coding,ALDH5A1,1,HGNC:408,OTTHUMG00000014356.5
ENSG00000112297.18,HAVANA,gene,,,protein_coding,CRYBG1,2,HGNC:356,
ENSG00000112299.8,HAVANA,gene,,,protein_coding,VNN1,2,HGNC:12705,OTTHUMG00000015587.2
ENSG00000112303.14,HAVANA,gene,,,protein_coding,VNN2,2,HGNC:12706,OTTHUMG00000015588.7
ENSG00000112304.11,HAVANA,gene,,,protein_coding,ACOT13,2,HGNC:20999,OTTHUMG00000014359.3
ENSG00000112305.15,HAVANA,gene,,,protein_coding,SMAP1,2,HGNC:19651,OTTHUMG00000014996.2
ENSG00000112306.8,HAVANA,gene,,,protein_coding,RPS12,2,HGNC:10385,OTTHUMG00000015593.4
ENSG00000112308.13,HAVANA,gene,,,protein_coding,C6orf62,2,HGNC:20998,OTTHUMG00000014361.2
ENSG00000112309.11,HAVANA,gene,,,protein_coding,B3GAT2,2,HGNC:922,OTTHUMG00000014997.3
ENSG00000112312.10,HAVANA,gene,,,protein_coding,GMNN,2,HGNC:17493,OTTHUMG00000014363.5
ENSG00000112320.12,HAVANA,gene,,,protein_coding,SOBP,2,HGNC:29256,OTTHUMG00000015312.4
ENSG00000112333.12,HAVANA,gene,,,protein_coding,NR2E1,1,HGNC:7973,OTTHUMG00000015319.7
ENSG00000112335.15,HAVANA,gene,,,protein_coding,SNX3,2,HGNC:11174,OTTHUMG00000015323.5
ENSG00000112339.15,HAVANA,gene,,,protein_coding,HBS1L,1,HGNC:4834,OTTHUMG00000015626.6
ENSG00000112343.11,HAVANA,gene,,,protein_coding,TRIM38,2,HGNC:10059,OTTHUMG00000014414.5
ENSG00000112357.14,HAVANA,gene,,,protein_coding,PEX7,2,HGNC:8860,OTTHUMG00000015650.3
ENSG00000112365.5,HAVANA,gene,,,protein_coding,ZBTB24,2,HGNC:21143,OTTHUMG00000015349.1
ENSG00000112367.12,HAVANA,gene,,,protein_coding,FIG4,2,HGNC:16873,OTTHUMG00000015352.6
ENSG00000112378.12,HAVANA,gene,,,protein_coding,PERP,2,HGNC:17637,OTTHUMG00000015668.3
ENSG00000112379.9,HAVANA,gene,,,protein_coding,ARFGEF3,2,HGNC:21213,OTTHUMG00000015670.5
ENSG00000112406.5,HAVANA,gene,,,protein_coding,HECA,2,HGNC:21041,OTTHUMG00000015686.2
ENSG00000112414.15,HAVANA,gene,,,protein_coding,ADGRG6,2,HGNC:13841,OTTHUMG00000015709.7
ENSG00000112425.16,HAVANA,gene,,,protein_coding,EPM2A,2,HGNC:3413,OTTHUMG00000015747.9
ENSG00000112462.8,HAVANA,gene,,,protein_coding,OR12D3,2,HGNC:13963,OTTHUMG00000031051.3
ENSG00000112473.18,HAVANA,gene,,,protein_coding,SLC39A7,2,HGNC:4927,OTTHUMG00000031238.6
ENSG00000112494.10,HAVANA,gene,,,protein_coding,UNC93A,2,HGNC:12570,OTTHUMG00000016021.4
ENSG00000112499.13,HAVANA,gene,,,protein_coding,SLC22A2,2,HGNC:10966,OTTHUMG00000015950.2
ENSG00000112511.18,HAVANA,gene,,,protein_coding,PHF1,2,HGNC:8919,OTTHUMG00000031105.11
ENSG00000112514.18,HAVANA,gene,,,protein_coding,CUTA,2,HGNC:21101,OTTHUMG00000031254.8
ENSG00000112531.17,HAVANA,gene,,,protein_coding,QKI,2,HGNC:21100,OTTHUMG00000015977.6
ENSG00000112539.15,HAVANA,gene,,,protein_coding,C6orf118,2,HGNC:21233,OTTHUMG00000015984.3
ENSG00000112559.15,HAVANA,gene,,,protein_coding,MDFI,2,HGNC:6967,OTTHUMG00000014681.7
ENSG00000112561.19,HAVANA,gene,,,protein_coding,TFEB,2,HGNC:11753,OTTHUMG00000014684.13
ENSG00000112576.13,HAVANA,gene,,,protein_coding,CCND3,2,HGNC:1585,OTTHUMG00000014690.8
ENSG00000112578.10,HAVANA,gene,,,protein_coding,BYSL,2,HGNC:1157,OTTHUMG00000014687.3
ENSG00000112584.14,HAVANA,gene,,,protein_coding,FAM120B,2,HGNC:21109,OTTHUMG00000016080.5
ENSG00000112599.9,HAVANA,gene,,,protein_coding,GUCA1B,2,HGNC:4679,OTTHUMG00000014697.2
ENSG00000112619.8,HAVANA,gene,,,protein_coding,PRPH2,2,HGNC:9942,OTTHUMG00000014701.3
ENSG00000112640.16,HAVANA,gene,,,protein_coding,PPP2R5D,1,HGNC:9312,OTTHUMG00000014716.5
ENSG00000112651.12,HAVANA,gene,,,protein_coding,MRPL2,1,HGNC:14056,OTTHUMG00000014719.3
ENSG00000112655.16,HAVANA,gene,,,protein_coding,PTK7,2,HGNC:9618,OTTHUMG00000014721.5
ENSG00000112658.8,HAVANA,gene,,,protein_coding,SRF,2,HGNC:11291,OTTHUMG00000014722.3
ENSG00000112659.14,HAVANA,gene,,,protein_coding,CUL9,1,HGNC:15982,OTTHUMG00000014723.4
ENSG00000112667.13,HAVANA,gene,,,protein_coding,DNPH1,2,HGNC:21218,OTTHUMG00000014724.2
ENSG00000112685.14,HAVANA,gene,,,protein_coding,EXOC2,2,HGNC:24968,OTTHUMG00000137437.4
ENSG00000112697.17,HAVANA,gene,,,protein_coding,TMEM30A,2,HGNC:16667,OTTHUMG00000015050.8
ENSG00000112699.11,HAVANA,gene,,,protein_coding,GMDS,1,HGNC:4369,OTTHUMG00000016143.6
ENSG00000112701.18,HAVANA,gene,,,protein_coding,SENP6,2,HGNC:20944,OTTHUMG00000015060.5
ENSG00000112706.12,HAVANA,gene,,,protein_coding,IMPG1,2,HGNC:6055,OTTHUMG00000015063.2
ENSG00000112739.17,HAVANA,gene,,,protein_coding,PRPF4B,2,HGNC:17346,OTTHUMG00000014157.7
ENSG00000112742.10,HAVANA,gene,,,protein_coding,TTK,1,HGNC:12401,OTTHUMG00000015088.5
ENSG00000112759.19,HAVANA,gene,,,protein_coding,SLC29A1,2,HGNC:11003,OTTHUMG00000014759.5
ENSG00000112763.17,HAVANA,gene,,,protein_coding,BTN2A1,1,HGNC:1136,OTTHUMG00000014457.6
ENSG00000112769.20,HAVANA,gene,,,protein_coding,LAMA4,1,HGNC:6484,OTTHUMG00000015386.10
ENSG00000112773.16,HAVANA,gene,,,protein_coding,TENT5A,2,HGNC:18345,OTTHUMG00000015097.2
ENSG00000112782.19,HAVANA,gene,,,protein_coding,CLIC5,2,HGNC:13517,OTTHUMG00000014775.11
ENSG00000112796.10,HAVANA,gene,,,protein_coding,ENPP5,2,HGNC:13717,OTTHUMG00000014781.3
ENSG00000112799.9,HAVANA,gene,,,protein_coding,LY86,2,HGNC:16837,OTTHUMG00000014190.3
ENSG00000112812.16,HAVANA,gene,,,protein_coding,PRSS16,1,HGNC:9480,OTTHUMG00000016167.5
ENSG00000112837.17,HAVANA,gene,,,protein_coding,TBX18,2,HGNC:11595,OTTHUMG00000015129.5
ENSG00000112851.15,HAVANA,gene,,,protein_coding,ERBIN,1,HGNC:15842,OTTHUMG00000097808.3
ENSG00000112852.7,HAVANA,gene,,,protein_coding,PCDHB2,2,HGNC:8687,OTTHUMG00000129606.6
ENSG00000112855.17,HAVANA,gene,,,protein_coding,HARS2,2,HGNC:4817,OTTHUMG00000129500.19
ENSG00000112874.10,HAVANA,gene,,,protein_coding,NUDT12,1,HGNC:18826,OTTHUMG00000128739.3
ENSG00000112877.8,HAVANA,gene,,,protein_coding,CEP72,1,HGNC:25547,OTTHUMG00000161745.5
ENSG00000112902.12,HAVANA,gene,,,protein_coding,SEMA5A,2,HGNC:10736,OTTHUMG00000090501.7
ENSG00000112936.19,HAVANA,gene,,,protein_coding,C7,1,HGNC:1346,OTTHUMG00000150340.4
ENSG00000112941.14,HAVANA,gene,,,protein_coding,TENT4A,2,HGNC:16705,OTTHUMG00000090457.7
ENSG00000112964.14,HAVANA,gene,,,protein_coding,GHR,2,HGNC:4263,OTTHUMG00000094791.3
ENSG00000112972.15,HAVANA,gene,,,protein_coding,HMGCS1,2,HGNC:5007,OTTHUMG00000162231.3
ENSG00000112977.16,HAVANA,gene,,,protein_coding,DAP,1,HGNC:2672,OTTHUMG00000131041.3
ENSG00000112981.5,HAVANA,gene,,,protein_coding,NME5,2,HGNC:7853,OTTHUMG00000129207.4
ENSG00000112983.18,HAVANA,gene,,,protein_coding,BRD8,1,HGNC:19874,OTTHUMG00000129204.7
ENSG00000112984.12,HAVANA,gene,,,protein_coding,KIF20A,2,HGNC:9787,OTTHUMG00000129195.4
ENSG00000112992.18,HAVANA,gene,,,protein_coding,NNT,1,HGNC:7863,OTTHUMG00000096961.14
ENSG00000112996.11,HAVANA,gene,,,protein_coding,MRPS30,2,HGNC:8769,OTTHUMG00000096967.4
ENSG00000113013.16,HAVANA,gene,,,protein_coding,HSPA9,2,HGNC:5244,OTTHUMG00000129206.7
ENSG00000113048.17,HAVANA,gene,,,protein_coding,MRPS27,2,HGNC:14512,OTTHUMG00000100951.9
ENSG00000113068.10,HAVANA,gene,,,protein_coding,PFDN1,2,HGNC:8866,OTTHUMG00000129249.5
ENSG00000113070.8,HAVANA,gene,,,protein_coding,HBEGF,2,HGNC:3059,OTTHUMG00000129496.5
ENSG00000113073.15,HAVANA,gene,,,protein_coding,SLC4A9,2,HGNC:11035,OTTHUMG00000163352.4
ENSG00000113083.15,HAVANA,gene,,,protein_coding,LOX,2,HGNC:6664,OTTHUMG00000128914.3
ENSG00000113088.6,HAVANA,gene,,,protein_coding,GZMK,2,HGNC:4711,OTTHUMG00000097009.3
ENSG00000113100.10,HAVANA,gene,,,protein_coding,CDH9,2,HGNC:1768,OTTHUMG00000090671.4
ENSG00000113119.13,HAVANA,gene,,,protein_coding,TMCO6,1,HGNC:28814,OTTHUMG00000129497.6
ENSG00000113140.11,HAVANA,gene,,,protein_coding,SPARC,1,HGNC:11219,OTTHUMG00000130122.5
ENSG00000113194.13,HAVANA,gene,,,protein_coding,FAF2,2,HGNC:24666,OTTHUMG00000163228.3
ENSG00000113196.3,HAVANA,gene,,,protein_coding,HAND1,2,HGNC:4807,OTTHUMG00000130193.2
ENSG00000113205.5,HAVANA,gene,,,protein_coding,PCDHB3,2,HGNC:8688,OTTHUMG00000129622.5
ENSG00000113209.9,HAVANA,gene,,,protein_coding,PCDHB5,2,HGNC:8690,OTTHUMG00000129616.6
ENSG00000113212.7,HAVANA,gene,,,protein_coding,PCDHB7,2,HGNC:8692,OTTHUMG00000129608.4
ENSG00000113231.14,HAVANA,gene,,,protein_coding,PDE8B,2,HGNC:8794,OTTHUMG00000102170.11
ENSG00000113248.6,HAVANA,gene,,,protein_coding,PCDHB15,2,HGNC:8686,OTTHUMG00000129609.6
ENSG00000113249.13,HAVANA,gene,,,protein_coding,HAVCR1,2,HGNC:17866,OTTHUMG00000163466.4
ENSG00000113262.16,HAVANA,gene,,,protein_coding,GRM6,2,HGNC:4598,OTTHUMG00000130889.6
ENSG00000113263.13,HAVANA,gene,,,protein_coding,ITK,2,HGNC:6171,OTTHUMG00000130245.4
ENSG00000113269.14,HAVANA,gene,,,protein_coding,RNF130,1,HGNC:18280,OTTHUMG00000130909.7
ENSG00000113272.14,HAVANA,gene,,,protein_coding,THG1L,2,HGNC:26053,OTTHUMG00000130254.5
ENSG00000113273.17,HAVANA,gene,,,protein_coding,ARSB,1,HGNC:714,OTTHUMG00000108129.6
ENSG00000113282.14,HAVANA,gene,,,protein_coding,CLINT1,1,HGNC:23186,OTTHUMG00000163527.3
ENSG00000113296.14,HAVANA,gene,,,protein_coding,THBS4,1,HGNC:11788,OTTHUMG00000108173.2
ENSG00000113300.13,HAVANA,gene,,,protein_coding,CNOT6,1,HGNC:14099,OTTHUMG00000130935.5
ENSG00000113302.5,HAVANA,gene,,,protein_coding,IL12B,2,HGNC:5970,OTTHUMG00000130307.4
ENSG00000113303.12,HAVANA,gene,,,protein_coding,BTNL8,2,HGNC:26131,OTTHUMG00000130932.3
ENSG00000113318.11,HAVANA,gene,,,protein_coding,MSH3,2,HGNC:7326,OTTHUMG00000162540.5
ENSG00000113319.13,HAVANA,gene,,,protein_coding,RASGRF2,2,HGNC:9876,OTTHUMG00000119015.6
ENSG00000113327.17,HAVANA,gene,,,protein_coding,GABRG2,2,HGNC:4087,OTTHUMG00000130350.8
ENSG00000113328.19,HAVANA,gene,,,protein_coding,CCNG1,1,HGNC:1592,OTTHUMG00000130380.9
ENSG00000113356.13,HAVANA,gene,,,protein_coding,POLR3G,1,HGNC:30075,OTTHUMG00000162809.6
ENSG00000113361.13,HAVANA,gene,,,protein_coding,CDH6,2,HGNC:1765,OTTHUMG00000090673.3
ENSG00000113368.12,HAVANA,gene,,,protein_coding,LMNB1,2,HGNC:6637,OTTHUMG00000128969.8
ENSG00000113369.9,HAVANA,gene,,,protein_coding,ARRDC3,1,HGNC:29263,OTTHUMG00000162616.3
ENSG00000113384.14,HAVANA,gene,,,protein_coding,GOLPH3,2,HGNC:15452,OTTHUMG00000090679.4
ENSG00000113387.12,HAVANA,gene,,,protein_coding,SUB1,2,HGNC:19985,OTTHUMG00000131071.5
ENSG00000113389.16,HAVANA,gene,,,protein_coding,NPR3,1,HGNC:7945,OTTHUMG00000150316.10
ENSG00000113391.19,HAVANA,gene,,,protein_coding,FAM172A,2,HGNC:25365,OTTHUMG00000131329.5
ENSG00000113396.13,HAVANA,gene,,,protein_coding,SLC27A6,2,HGNC:11000,OTTHUMG00000128991.4
ENSG00000113407.14,HAVANA,gene,,,protein_coding,TARS1,1,HGNC:11572,OTTHUMG00000090683.4
ENSG00000113430.10,HAVANA,gene,,,protein_coding,IRX4,1,HGNC:6129,OTTHUMG00000090411.5
ENSG00000113441.16,HAVANA,gene,,,protein_coding,LNPEP,1,HGNC:6656,OTTHUMG00000128719.5
ENSG00000113456.19,HAVANA,gene,,,protein_coding,RAD1,2,HGNC:9806,OTTHUMG00000090783.4
ENSG00000113460.13,HAVANA,gene,,,protein_coding,BRIX1,2,HGNC:24170,OTTHUMG00000162021.3
ENSG00000113492.14,HAVANA,gene,,,protein_coding,AGXT2,2,HGNC:14412,OTTHUMG00000090788.3
ENSG00000113494.17,HAVANA,gene,,,protein_coding,PRLR,2,HGNC:9446,OTTHUMG00000090789.7
ENSG00000113504.21,HAVANA,gene,,,protein_coding,SLC12A7,2,HGNC:10915,OTTHUMG00000161931.10
ENSG00000113520.11,HAVANA,gene,,,protein_coding,IL4,1,HGNC:6014,OTTHUMG00000059724.5
ENSG00000113522.14,HAVANA,gene,,,protein_coding,RAD50,1,HGNC:9816,OTTHUMG00000059613.18
ENSG00000113525.10,HAVANA,gene,,,protein_coding,IL5,2,HGNC:6016,OTTHUMG00000059496.6
ENSG00000113532.13,HAVANA,gene,,,protein_coding,ST8SIA4,1,HGNC:10871,OTTHUMG00000128727.7
ENSG00000113552.16,HAVANA,gene,,,protein_coding,GNPDA1,1,HGNC:4417,OTTHUMG00000129657.5
ENSG00000113555.6,HAVANA,gene,,,protein_coding,PCDH12,2,HGNC:8657,OTTHUMG00000129658.5
ENSG00000113558.19,HAVANA,gene,,,protein_coding,SKP1,2,HGNC:10899,OTTHUMG00000129117.6
ENSG00000113569.16,HAVANA,gene,,,protein_coding,NUP155,2,HGNC:8063,OTTHUMG00000090803.4
ENSG00000113575.10,HAVANA,gene,,,protein_coding,PPP2CA,1,HGNC:9299,OTTHUMG00000129119.6
ENSG00000113578.18,HAVANA,gene,,,protein_coding,FGF1,1,HGNC:3665,OTTHUMG00000059703.10
ENSG00000113580.15,HAVANA,gene,,,protein_coding,NR3C1,2,HGNC:7978,OTTHUMG00000129677.6
ENSG00000113583.8,HAVANA,gene,,,protein_coding,C5orf15,2,HGNC:20656,OTTHUMG00000129125.4
ENSG00000113593.12,HAVANA,gene,,,protein_coding,PPWD1,2,HGNC:28954,OTTHUMG00000131226.6
ENSG00000113594.10,HAVANA,gene,,,protein_coding,LIFR,2,HGNC:6597,OTTHUMG00000131138.4
ENSG00000113595.15,HAVANA,gene,,,protein_coding,TRIM23,1,HGNC:660,OTTHUMG00000097802.5
ENSG00000113597.18,HAVANA,gene,,,protein_coding,TRAPPC13,2,HGNC:25828,OTTHUMG00000163649.2
ENSG00000113600.11,HAVANA,gene,,,protein_coding,C9,2,HGNC:1358,OTTHUMG00000094767.5
ENSG00000113615.13,HAVANA,gene,,,protein_coding,SEC24A,2,HGNC:10703,OTTHUMG00000163064.2
ENSG00000113621.15,HAVANA,gene,,,protein_coding,TXNDC15,1,HGNC:20652,OTTHUMG00000129115.4
ENSG00000113638.14,HAVANA,gene,,,protein_coding,TTC33,2,HGNC:29959,OTTHUMG00000131142.6
ENSG00000113643.9,HAVANA,gene,,,protein_coding,RARS1,2,HGNC:9870,OTTHUMG00000130411.4
ENSG00000113645.15,HAVANA,gene,,,protein_coding,WWC1,1,HGNC:29435,OTTHUMG00000130408.4
ENSG00000113657.13,HAVANA,gene,,,protein_coding,DPYSL3,2,HGNC:3015,OTTHUMG00000163437.4
ENSG00000113658.18,HAVANA,gene,,,protein_coding,SMAD5,2,HGNC:6771,OTTHUMG00000163212.8
ENSG00000113712.19,HAVANA,gene,,,protein_coding,CSNK1A1,2,HGNC:2451,OTTHUMG00000163463.7
ENSG00000113716.13,HAVANA,gene,,,protein_coding,HMGXB3,2,HGNC:28982,OTTHUMG00000163493.2
ENSG00000113721.14,HAVANA,gene,,,protein_coding,PDGFRB,1,HGNC:8804,OTTHUMG00000130053.5
ENSG00000113732.9,HAVANA,gene,,,protein_coding,ATP6V0E1,2,HGNC:863,OTTHUMG00000130518.4
ENSG00000113734.18,HAVANA,gene,,,protein_coding,BNIP1,1,HGNC:1082,OTTHUMG00000130521.4
ENSG00000113742.14,HAVANA,gene,,,protein_coding,CPEB4,1,HGNC:21747,OTTHUMG00000130541.7
ENSG00000113761.12,HAVANA,gene,,,protein_coding,ZNF346,1,HGNC:16403,OTTHUMG00000130848.3
ENSG00000113763.12,HAVANA,gene,,,protein_coding,UNC5A,1,HGNC:12567,OTTHUMG00000163225.4
ENSG00000113790.11,HAVANA,gene,,,protein_coding,EHHADH,1,HGNC:3247,OTTHUMG00000156698.2
ENSG00000113810.16,HAVANA,gene,,,protein_coding,SMC4,1,HGNC:14013,OTTHUMG00000159006.8
ENSG00000113812.14,HAVANA,gene,,,protein_coding,ACTR8,1,HGNC:14672,OTTHUMG00000158279.5
ENSG00000113838.13,HAVANA,gene,,,protein_coding,TBCCD1,1,HGNC:25546,OTTHUMG00000156613.3
ENSG00000113845.10,HAVANA,gene,,,protein_coding,TIMMDC1,1,HGNC:1321,OTTHUMG00000159388.15
ENSG00000113889.14,HAVANA,gene,,,protein_coding,KNG1,2,HGNC:6383,OTTHUMG00000150348.7
ENSG00000113905.5,HAVANA,gene,,,protein_coding,HRG,1,HGNC:5181,OTTHUMG00000156578.4
ENSG00000113916.18,HAVANA,gene,,,protein_coding,BCL6,1,HGNC:1001,OTTHUMG00000156441.4
ENSG00000113924.12,HAVANA,gene,,,protein_coding,HGD,1,HGNC:4892,OTTHUMG00000159441.4
ENSG00000113946.4,HAVANA,gene,,,protein_coding,CLDN16,2,HGNC:2037,OTTHUMG00000156215.1
ENSG00000113966.10,HAVANA,gene,,,protein_coding,ARL6,1,HGNC:13210,OTTHUMG00000159189.4
ENSG00000114013.16,HAVANA,gene,,,protein_coding,CD86,2,HGNC:1705,OTTHUMG00000159482.4
ENSG00000114019.15,HAVANA,gene,,,protein_coding,AMOTL2,1,HGNC:17812,OTTHUMG00000159777.7
ENSG00000114021.12,HAVANA,gene,,,protein_coding,NIT2,2,HGNC:29878,OTTHUMG00000159066.5
ENSG00000114030.13,HAVANA,gene,,,protein_coding,KPNA1,2,HGNC:6394,OTTHUMG00000159487.3
ENSG00000114054.14,HAVANA,gene,,,protein_coding,PCCB,1,HGNC:8654,OTTHUMG00000159792.5
ENSG00000114062.22,HAVANA,gene,,,protein_coding,UBE3A,1,HGNC:12496,OTTHUMG00000171548.13
