,source,type,score,phase,gene_type,gene_name,level,hgnc_id,havana_gene
ENSG00000183696.14,HAVANA,gene,,,protein_coding,UPP1,2,HGNC:12576,OTTHUMG00000129253.4
ENSG00000183706.5,HAVANA,gene,,,protein_coding,OR4N4,2,HGNC:15375,OTTHUMG00000171739.2
ENSG00000183709.8,HAVANA,gene,,,protein_coding,IFNL2,2,HGNC:18364,OTTHUMG00000182806.1
ENSG00000183722.9,HAVANA,gene,,,protein_coding,LHFPL6,2,HGNC:6586,OTTHUMG00000016767.4
ENSG00000183723.13,HAVANA,gene,,,protein_coding,CMTM4,2,HGNC:19175,OTTHUMG00000137500.4
ENSG00000183726.11,HAVANA,gene,,,protein_coding,TMEM50A,2,HGNC:30590,OTTHUMG00000007651.2
ENSG00000183733.6,HAVANA,gene,,,protein_coding,FIGLA,2,HGNC:24669,OTTHUMG00000153440.1
ENSG00000183735.11,HAVANA,gene,,,protein_coding,TBK1,2,HGNC:11584,OTTHUMG00000168796.4
ENSG00000183741.12,HAVANA,gene,,,protein_coding,CBX6,2,HGNC:1556,OTTHUMG00000150456.3
ENSG00000183742.13,HAVANA,gene,,,protein_coding,MACC1,2,HGNC:30215,OTTHUMG00000128415.6
ENSG00000183747.12,HAVANA,gene,,,protein_coding,ACSM2A,2,HGNC:32017,OTTHUMG00000177401.5
ENSG00000183753.10,HAVANA,gene,,,protein_coding,BPY2,2,HGNC:13508,OTTHUMG00000058899.5
ENSG00000183760.11,HAVANA,gene,,,protein_coding,ACP7,1,HGNC:33781,OTTHUMG00000182799.2
ENSG00000183762.13,HAVANA,gene,,,protein_coding,KREMEN1,2,HGNC:17550,OTTHUMG00000030987.4
ENSG00000183763.9,HAVANA,gene,,,protein_coding,TRAIP,2,HGNC:30764,OTTHUMG00000158269.4
ENSG00000183765.23,HAVANA,gene,,,protein_coding,CHEK2,1,HGNC:16627,OTTHUMG00000151023.24
ENSG00000183770.7,HAVANA,gene,,,protein_coding,FOXL2,2,HGNC:1092,OTTHUMG00000159889.3
ENSG00000183775.11,HAVANA,gene,,,protein_coding,KCTD16,2,HGNC:29244,OTTHUMG00000163172.5
ENSG00000183779.7,HAVANA,gene,,,protein_coding,ZNF703,2,HGNC:25883,OTTHUMG00000164001.4
ENSG00000183780.13,HAVANA,gene,,,protein_coding,SLC35F3,2,HGNC:23616,OTTHUMG00000037929.3
ENSG00000183783.7,HAVANA,gene,,,protein_coding,KCTD8,2,HGNC:22394,OTTHUMG00000099409.4
ENSG00000183793.14,HAVANA,gene,,,protein_coding,NPIPA5,2,HGNC:41980,OTTHUMG00000166305.4
ENSG00000183795.8,HAVANA,gene,,,protein_coding,BPY2B,2,HGNC:25449,OTTHUMG00000045101.4
ENSG00000183798.5,HAVANA,gene,,,protein_coding,EMILIN3,2,HGNC:16123,OTTHUMG00000046304.3
ENSG00000183801.8,HAVANA,gene,,,protein_coding,OLFML1,1,HGNC:24473,OTTHUMG00000165527.3
ENSG00000183807.8,HAVANA,gene,,,protein_coding,FAM162B,2,HGNC:21549,OTTHUMG00000015446.3
ENSG00000183813.7,HAVANA,gene,,,protein_coding,CCR4,2,HGNC:1605,OTTHUMG00000130752.3
ENSG00000183826.18,HAVANA,gene,,,protein_coding,BTBD9,1,HGNC:21228,OTTHUMG00000014634.10
ENSG00000183828.15,HAVANA,gene,,,protein_coding,NUDT14,2,HGNC:20141,OTTHUMG00000170372.3
ENSG00000183831.7,HAVANA,gene,,,protein_coding,ANKRD45,2,HGNC:24786,OTTHUMG00000040546.4
ENSG00000183833.16,HAVANA,gene,,,protein_coding,CFAP91,2,HGNC:24010,OTTHUMG00000193414.1
ENSG00000183840.7,HAVANA,gene,,,protein_coding,GPR39,2,HGNC:4496,OTTHUMG00000131679.3
ENSG00000183844.17,HAVANA,gene,,,protein_coding,FAM3B,2,HGNC:1253,OTTHUMG00000086752.3
ENSG00000183850.14,HAVANA,gene,,,protein_coding,ZNF730,2,HGNC:32470,OTTHUMG00000183227.3
ENSG00000183853.18,HAVANA,gene,,,protein_coding,KIRREL1,2,HGNC:15734,OTTHUMG00000022438.6
ENSG00000183856.11,HAVANA,gene,,,protein_coding,IQGAP3,2,HGNC:20669,OTTHUMG00000033114.4
ENSG00000183864.5,HAVANA,gene,,,protein_coding,TOB2,2,HGNC:11980,OTTHUMG00000150970.4
ENSG00000183873.18,HAVANA,gene,,,protein_coding,SCN5A,1,HGNC:10593,OTTHUMG00000156166.6
ENSG00000183876.9,HAVANA,gene,,,protein_coding,ARSI,2,HGNC:32521,OTTHUMG00000163479.4
ENSG00000183888.4,HAVANA,gene,,,protein_coding,SRARP,2,HGNC:28339,OTTHUMG00000009523.1
ENSG00000183889.12,HAVANA,gene,,,protein_coding,AC138969.1,2,,OTTHUMG00000133624.3
ENSG00000183891.6,HAVANA,gene,,,protein_coding,TTC32,1,HGNC:32954,OTTHUMG00000151776.3
ENSG00000183908.7,HAVANA,gene,,,protein_coding,LRRC55,2,HGNC:32324,OTTHUMG00000159309.4
ENSG00000183918.17,HAVANA,gene,,,protein_coding,SH2D1A,2,HGNC:10820,OTTHUMG00000022344.6
ENSG00000183943.6,HAVANA,gene,,,protein_coding,PRKX,2,HGNC:9441,OTTHUMG00000021087.3
ENSG00000183960.9,HAVANA,gene,,,protein_coding,KCNH8,2,HGNC:18864,OTTHUMG00000129891.3
ENSG00000183963.19,HAVANA,gene,,,protein_coding,SMTN,1,HGNC:11126,OTTHUMG00000151203.8
ENSG00000183971.10,HAVANA,gene,,,protein_coding,NPW,2,HGNC:30509,OTTHUMG00000176914.4
ENSG00000183977.14,HAVANA,gene,,,protein_coding,PP2D1,2,HGNC:28406,OTTHUMG00000155393.3
ENSG00000183978.8,HAVANA,gene,,,protein_coding,COA3,2,HGNC:24990,OTTHUMG00000180651.2
ENSG00000184005.11,HAVANA,gene,,,protein_coding,ST6GALNAC3,2,HGNC:19343,OTTHUMG00000009615.2
ENSG00000184007.22,HAVANA,gene,,,protein_coding,PTP4A2,2,HGNC:9635,OTTHUMG00000003801.16
ENSG00000184022.4,HAVANA,gene,,,protein_coding,OR2T10,2,HGNC:19573,OTTHUMG00000040388.3
ENSG00000184032.3,HAVANA,gene,,,protein_coding,KRTAP20-2,2,HGNC:18944,OTTHUMG00000057786.4
ENSG00000184047.20,HAVANA,gene,,,protein_coding,DIABLO,1,HGNC:21528,
ENSG00000184056.15,HAVANA,gene,,,protein_coding,VPS33B,2,HGNC:12712,OTTHUMG00000149835.5
ENSG00000184060.11,HAVANA,gene,,,protein_coding,ADAP2,1,HGNC:16487,OTTHUMG00000132868.5
ENSG00000184076.13,HAVANA,gene,,,protein_coding,UQCR10,2,HGNC:30863,OTTHUMG00000151283.2
ENSG00000184083.12,HAVANA,gene,,,protein_coding,FAM120C,2,HGNC:16949,OTTHUMG00000021625.4
ENSG00000184108.8,HAVANA,gene,,,protein_coding,TRIML1,2,HGNC:26698,OTTHUMG00000160237.2
ENSG00000184110.15,HAVANA,gene,,,protein_coding,EIF3C,2,HGNC:3279,OTTHUMG00000099443.4
ENSG00000184117.12,HAVANA,gene,,,protein_coding,NIPSNAP1,1,HGNC:7827,OTTHUMG00000151294.4
ENSG00000184140.6,HAVANA,gene,,,protein_coding,OR4F6,2,HGNC:15372,OTTHUMG00000172267.2
ENSG00000184144.12,HAVANA,gene,,,protein_coding,CNTN2,2,HGNC:2172,OTTHUMG00000037105.39
ENSG00000184148.4,HAVANA,gene,,,protein_coding,SPRR4,2,HGNC:23173,OTTHUMG00000012450.2
ENSG00000184155.8,HAVANA,gene,,,protein_coding,OR10J5,2,HGNC:14993,OTTHUMG00000022738.2
ENSG00000184156.17,HAVANA,gene,,,protein_coding,KCNQ3,2,HGNC:6297,OTTHUMG00000137472.7
ENSG00000184160.8,HAVANA,gene,,,protein_coding,ADRA2C,2,HGNC:283,OTTHUMG00000159830.2
ENSG00000184162.15,HAVANA,gene,,,protein_coding,NR2C2AP,2,HGNC:30763,OTTHUMG00000169225.6
ENSG00000184163.3,HAVANA,gene,,,protein_coding,C1QTNF12,2,HGNC:32308,OTTHUMG00000001412.6
ENSG00000184164.15,HAVANA,gene,,,protein_coding,CRELD2,2,HGNC:28150,OTTHUMG00000150292.5
ENSG00000184182.19,HAVANA,gene,,,protein_coding,UBE2F,2,HGNC:12480,OTTHUMG00000133341.4
ENSG00000184185.10,HAVANA,gene,,,protein_coding,KCNJ12,2,HGNC:6258,OTTHUMG00000132039.4
ENSG00000184194.6,HAVANA,gene,,,protein_coding,GPR173,2,HGNC:18186,OTTHUMG00000021596.3
ENSG00000184203.8,HAVANA,gene,,,protein_coding,PPP1R2,2,HGNC:9288,OTTHUMG00000155887.6
ENSG00000184205.14,HAVANA,gene,,,protein_coding,TSPYL2,2,HGNC:24358,OTTHUMG00000021597.4
ENSG00000184207.9,HAVANA,gene,,,protein_coding,PGP,2,HGNC:8909,OTTHUMG00000177047.3
ENSG00000184209.15,HAVANA,gene,,,protein_coding,SNRNP35,1,HGNC:30852,OTTHUMG00000167584.4
ENSG00000184210.6,HAVANA,gene,,,protein_coding,DGAT2L6,2,HGNC:23250,OTTHUMG00000021774.2
ENSG00000184216.14,HAVANA,gene,,,protein_coding,IRAK1,1,HGNC:6112,OTTHUMG00000024228.46
ENSG00000184220.12,HAVANA,gene,,,protein_coding,CMSS1,1,HGNC:28666,OTTHUMG00000159054.4
ENSG00000184221.13,HAVANA,gene,,,protein_coding,OLIG1,2,HGNC:16983,OTTHUMG00000065064.3
ENSG00000184226.15,HAVANA,gene,,,protein_coding,PCDH9,2,HGNC:8661,OTTHUMG00000017040.6
ENSG00000184227.8,HAVANA,gene,,,protein_coding,ACOT1,2,HGNC:33128,OTTHUMG00000171607.2
ENSG00000184232.9,HAVANA,gene,,,protein_coding,OAF,2,HGNC:28752,OTTHUMG00000166139.3
ENSG00000184254.17,HAVANA,gene,,,protein_coding,ALDH1A3,2,HGNC:409,OTTHUMG00000186439.4
ENSG00000184260.6,HAVANA,gene,,,protein_coding,H2AC20,2,HGNC:4738,OTTHUMG00000035825.2
ENSG00000184261.5,HAVANA,gene,,,protein_coding,KCNK12,2,HGNC:6274,OTTHUMG00000129131.4
ENSG00000184270.6,HAVANA,gene,,,protein_coding,H2AC21,2,HGNC:20508,OTTHUMG00000012085.3
ENSG00000184276.3,HAVANA,gene,,,protein_coding,DEFB108B,2,HGNC:29966,OTTHUMG00000167533.3
ENSG00000184277.13,HAVANA,gene,,,protein_coding,TM2D3,1,HGNC:24128,OTTHUMG00000149872.5
ENSG00000184281.15,HAVANA,gene,,,protein_coding,TSSC4,1,HGNC:12386,OTTHUMG00000009895.8
ENSG00000184292.7,HAVANA,gene,,,protein_coding,TACSTD2,2,HGNC:11530,OTTHUMG00000010067.2
ENSG00000184302.7,HAVANA,gene,,,protein_coding,SIX6,2,HGNC:10892,OTTHUMG00000152339.3
ENSG00000184313.20,HAVANA,gene,,,protein_coding,MROH7,2,HGNC:24802,OTTHUMG00000009890.7
ENSG00000184330.12,HAVANA,gene,,,protein_coding,S100A7A,2,HGNC:21657,OTTHUMG00000013122.3
ENSG00000184343.11,HAVANA,gene,,,protein_coding,SRPK3,1,HGNC:11402,OTTHUMG00000024207.3
ENSG00000184344.4,HAVANA,gene,,,protein_coding,GDF3,2,HGNC:4218,OTTHUMG00000168433.2
ENSG00000184345.5,HAVANA,gene,,,protein_coding,IQCF2,2,HGNC:31815,OTTHUMG00000156914.3
ENSG00000184347.15,HAVANA,gene,,,protein_coding,SLIT3,2,HGNC:11087,OTTHUMG00000130409.4
ENSG00000184350.11,HAVANA,gene,,,protein_coding,MRGPRE,2,HGNC:30694,OTTHUMG00000011708.7
ENSG00000184351.8,HAVANA,gene,,,protein_coding,KRTAP19-1,2,HGNC:18936,OTTHUMG00000057768.3
ENSG00000184357.5,HAVANA,gene,,,protein_coding,H1-5,2,HGNC:4719,OTTHUMG00000016139.2
ENSG00000184361.13,HAVANA,gene,,,protein_coding,SPATA32,2,HGNC:26349,OTTHUMG00000180363.1
ENSG00000184363.10,HAVANA,gene,,,protein_coding,PKP3,2,HGNC:9025,OTTHUMG00000119068.8
ENSG00000184368.16,HAVANA,gene,,,protein_coding,MAP7D2,2,HGNC:25899,OTTHUMG00000021228.4
ENSG00000184371.14,HAVANA,gene,,,protein_coding,CSF1,1,HGNC:2432,OTTHUMG00000011646.4
ENSG00000184374.3,HAVANA,gene,,,protein_coding,COLEC10,2,HGNC:2220,OTTHUMG00000164971.2
ENSG00000184378.3,HAVANA,gene,,,protein_coding,ACTRT3,2,HGNC:24022,OTTHUMG00000184025.2
ENSG00000184381.20,HAVANA,gene,,,protein_coding,PLA2G6,1,HGNC:9039,OTTHUMG00000151246.10
ENSG00000184384.14,HAVANA,gene,,,protein_coding,MAML2,2,HGNC:16259,OTTHUMG00000167677.3
ENSG00000184388.6,HAVANA,gene,,,protein_coding,PABPC1L2B,2,HGNC:31852,OTTHUMG00000021823.1
ENSG00000184389.9,HAVANA,gene,,,protein_coding,A3GALT2,2,HGNC:30005,OTTHUMG00000004125.4
ENSG00000184402.15,HAVANA,gene,,,protein_coding,SS18L1,2,HGNC:15592,OTTHUMG00000032902.6
ENSG00000184408.10,HAVANA,gene,,,protein_coding,KCND2,2,HGNC:6238,OTTHUMG00000156989.3
ENSG00000184428.13,HAVANA,gene,,,protein_coding,TOP1MT,1,HGNC:29787,OTTHUMG00000164979.8
ENSG00000184432.11,HAVANA,gene,,,protein_coding,COPB2,1,HGNC:2232,OTTHUMG00000159959.5
ENSG00000184434.8,HAVANA,gene,,,protein_coding,LRRC19,2,HGNC:23379,OTTHUMG00000019710.3
ENSG00000184436.12,HAVANA,gene,,,protein_coding,THAP7,2,HGNC:23190,OTTHUMG00000150879.2
ENSG00000184445.12,HAVANA,gene,,,protein_coding,KNTC1,1,HGNC:17255,OTTHUMG00000168861.7
ENSG00000184451.5,HAVANA,gene,,,protein_coding,CCR10,1,HGNC:4474,OTTHUMG00000132301.4
ENSG00000184454.7,HAVANA,gene,,,protein_coding,NCMAP,2,HGNC:29332,OTTHUMG00000003317.3
ENSG00000184465.16,HAVANA,gene,,,protein_coding,WDR27,2,HGNC:21248,OTTHUMG00000016061.12
ENSG00000184470.21,HAVANA,gene,,,protein_coding,TXNRD2,2,HGNC:18155,OTTHUMG00000149975.8
ENSG00000184481.17,HAVANA,gene,,,protein_coding,FOXO4,2,HGNC:7139,OTTHUMG00000021789.3
ENSG00000184486.10,HAVANA,gene,,,protein_coding,POU3F2,2,HGNC:9215,OTTHUMG00000015258.4
ENSG00000184492.6,HAVANA,gene,,,protein_coding,FOXD4L1,2,HGNC:18521,OTTHUMG00000131359.1
ENSG00000184497.13,HAVANA,gene,,,protein_coding,TMEM255B,1,HGNC:28297,OTTHUMG00000017398.7
ENSG00000184500.16,HAVANA,gene,,,protein_coding,PROS1,1,HGNC:9456,OTTHUMG00000150354.7
ENSG00000184502.4,HAVANA,gene,,,protein_coding,GAST,2,HGNC:4164,OTTHUMG00000133496.2
ENSG00000184507.16,HAVANA,gene,,,protein_coding,NUTM1,1,HGNC:29919,OTTHUMG00000172348.2
ENSG00000184508.12,HAVANA,gene,,,protein_coding,HDDC3,2,HGNC:30522,OTTHUMG00000141260.6
ENSG00000184515.11,HAVANA,gene,,,protein_coding,BEX5,2,HGNC:27990,OTTHUMG00000022049.2
ENSG00000184517.12,HAVANA,gene,,,protein_coding,ZFP1,2,HGNC:23328,OTTHUMG00000137602.4
ENSG00000184524.6,HAVANA,gene,,,protein_coding,CEND1,2,HGNC:24153,OTTHUMG00000133308.3
ENSG00000184530.9,HAVANA,gene,,,protein_coding,C6orf58,2,HGNC:20960,OTTHUMG00000015530.2
ENSG00000184544.12,HAVANA,gene,,,protein_coding,DHRS7C,1,HGNC:32423,OTTHUMG00000177944.4
ENSG00000184545.11,HAVANA,gene,,,protein_coding,DUSP8,2,HGNC:3074,OTTHUMG00000133348.5
ENSG00000184557.4,HAVANA,gene,,,protein_coding,SOCS3,2,HGNC:19391,OTTHUMG00000177513.5
ENSG00000184560.8,HAVANA,gene,,,protein_coding,SPEM2,2,HGNC:27315,OTTHUMG00000178190.3
ENSG00000184564.11,HAVANA,gene,,,protein_coding,SLITRK6,2,HGNC:23503,OTTHUMG00000017157.6
ENSG00000184574.10,HAVANA,gene,,,protein_coding,LPAR5,2,HGNC:13307,OTTHUMG00000168713.2
ENSG00000184575.12,HAVANA,gene,,,protein_coding,XPOT,2,HGNC:12826,OTTHUMG00000168794.4
ENSG00000184584.13,HAVANA,gene,,,protein_coding,STING1,1,HGNC:27962,OTTHUMG00000129239.22
ENSG00000184588.18,HAVANA,gene,,,protein_coding,PDE4B,1,HGNC:8781,OTTHUMG00000009088.6
ENSG00000184601.11,HAVANA,gene,,,protein_coding,C14orf180,2,HGNC:33795,OTTHUMG00000029806.3
ENSG00000184602.6,HAVANA,gene,,,protein_coding,SNN,2,HGNC:11149,OTTHUMG00000090535.2
ENSG00000184613.11,HAVANA,gene,,,protein_coding,NELL2,2,HGNC:7751,OTTHUMG00000169464.2
ENSG00000184619.8,HAVANA,gene,,,protein_coding,KRBA2,1,HGNC:26989,OTTHUMG00000132864.6
ENSG00000184635.16,HAVANA,gene,,,protein_coding,ZNF93,1,HGNC:13169,OTTHUMG00000182371.4
ENSG00000184647.11,HAVANA,gene,,,protein_coding,PRSS55,1,HGNC:30824,OTTHUMG00000129345.5
ENSG00000184650.11,HAVANA,gene,,,protein_coding,ODF4,1,HGNC:19056,OTTHUMG00000108190.4
ENSG00000184659.5,HAVANA,gene,,,protein_coding,FOXD4L4,2,HGNC:23762,OTTHUMG00000013337.2
ENSG00000184661.14,HAVANA,gene,,,protein_coding,CDCA2,1,HGNC:14623,OTTHUMG00000099429.7
ENSG00000184672.12,HAVANA,gene,,,protein_coding,RALYL,2,HGNC:27036,OTTHUMG00000164628.7
ENSG00000184675.11,HAVANA,gene,,,protein_coding,AMER1,2,HGNC:26837,OTTHUMG00000021703.3
ENSG00000184677.18,HAVANA,gene,,,protein_coding,ZBTB40,2,HGNC:29045,OTTHUMG00000002897.4
ENSG00000184697.7,HAVANA,gene,,,protein_coding,CLDN6,2,HGNC:2048,OTTHUMG00000128999.4
ENSG00000184698.5,HAVANA,gene,,,protein_coding,OR51M1,2,HGNC:14847,OTTHUMG00000066680.3
ENSG00000184702.20,HAVANA,gene,,,protein_coding,SEPTIN5,2,HGNC:9164,OTTHUMG00000150399.9
ENSG00000184708.18,HAVANA,gene,,,protein_coding,EIF4ENIF1,1,HGNC:16687,OTTHUMG00000030793.13
ENSG00000184709.7,HAVANA,gene,,,protein_coding,LRRC26,2,HGNC:31409,OTTHUMG00000020980.1
ENSG00000184719.12,HAVANA,gene,,,protein_coding,RNLS,2,HGNC:25641,OTTHUMG00000018692.2
ENSG00000184724.5,HAVANA,gene,,,protein_coding,KRTAP6-1,2,HGNC:18931,OTTHUMG00000057788.2
ENSG00000184731.6,HAVANA,gene,,,protein_coding,FAM110C,2,HGNC:33340,OTTHUMG00000151321.2
ENSG00000184735.7,HAVANA,gene,,,protein_coding,DDX53,2,HGNC:20083,OTTHUMG00000021248.2
ENSG00000184743.13,HAVANA,gene,,,protein_coding,ATL3,1,HGNC:24526,OTTHUMG00000167854.3
ENSG00000184785.6,HAVANA,gene,,,protein_coding,SMIM10,2,HGNC:41913,OTTHUMG00000187484.2
ENSG00000184786.6,HAVANA,gene,,,protein_coding,TCTE3,2,HGNC:11695,OTTHUMG00000016068.3
ENSG00000184787.19,HAVANA,gene,,,protein_coding,UBE2G2,2,HGNC:12483,OTTHUMG00000089179.7
ENSG00000184788.14,HAVANA,gene,,,protein_coding,SATL1,2,HGNC:27992,OTTHUMG00000021931.3
ENSG00000184792.16,HAVANA,gene,,,protein_coding,OSBP2,1,HGNC:8504,OTTHUMG00000151153.7
ENSG00000184811.4,HAVANA,gene,,,protein_coding,TRARG1,2,HGNC:29592,OTTHUMG00000132196.3
ENSG00000184814.5,HAVANA,gene,,,protein_coding,PRR23B,2,HGNC:33764,OTTHUMG00000160633.1
ENSG00000184828.10,HAVANA,gene,,,protein_coding,ZBTB7C,2,HGNC:31700,OTTHUMG00000180322.3
ENSG00000184831.14,HAVANA,gene,,,protein_coding,APOO,2,HGNC:28727,OTTHUMG00000021259.6
ENSG00000184838.15,HAVANA,gene,,,protein_coding,PRR16,2,HGNC:29654,OTTHUMG00000128903.5
ENSG00000184840.12,HAVANA,gene,,,protein_coding,TMED9,2,HGNC:24878,OTTHUMG00000130859.3
ENSG00000184845.4,HAVANA,gene,,,protein_coding,DRD1,2,HGNC:3020,OTTHUMG00000130557.3
ENSG00000184857.8,HAVANA,gene,,,protein_coding,TMEM186,2,HGNC:24530,OTTHUMG00000129696.3
ENSG00000184860.10,HAVANA,gene,,,protein_coding,SDR42E1,1,HGNC:29834,OTTHUMG00000166148.5
ENSG00000184863.11,HAVANA,gene,,,protein_coding,RBM33,1,HGNC:27223,OTTHUMG00000150260.8
ENSG00000184867.14,HAVANA,gene,,,protein_coding,ARMCX2,2,HGNC:16869,OTTHUMG00000022038.4
ENSG00000184895.8,HAVANA,gene,,,protein_coding,SRY,2,HGNC:11311,OTTHUMG00000036084.2
ENSG00000184897.6,HAVANA,gene,,,protein_coding,H1-10,2,HGNC:4722,OTTHUMG00000159450.3
ENSG00000184898.7,HAVANA,gene,,,protein_coding,RBM43,2,HGNC:24790,OTTHUMG00000131866.3
ENSG00000184900.16,HAVANA,gene,,,protein_coding,SUMO3,1,HGNC:11124,OTTHUMG00000090256.4
ENSG00000184903.10,HAVANA,gene,,,protein_coding,IMMP2L,1,HGNC:14598,OTTHUMG00000155023.9
ENSG00000184905.9,HAVANA,gene,,,protein_coding,TCEAL2,2,HGNC:29818,OTTHUMG00000022048.4
ENSG00000184916.9,HAVANA,gene,,,protein_coding,JAG2,2,HGNC:6189,OTTHUMG00000140172.3
ENSG00000184923.12,HAVANA,gene,,,protein_coding,NUTM2A,2,HGNC:23438,OTTHUMG00000018670.3
ENSG00000184925.12,HAVANA,gene,,,protein_coding,LCN12,2,HGNC:28733,OTTHUMG00000020968.6
ENSG00000184937.16,HAVANA,gene,,,protein_coding,WT1,1,HGNC:12796,OTTHUMG00000039556.10
ENSG00000184939.16,HAVANA,gene,,,protein_coding,ZFP90,1,HGNC:23329,OTTHUMG00000177312.9
ENSG00000184954.4,HAVANA,gene,,,protein_coding,OR6C70,2,HGNC:31299,OTTHUMG00000171127.2
ENSG00000184956.16,HAVANA,gene,,,protein_coding,MUC6,2,HGNC:7517,OTTHUMG00000165140.5
ENSG00000184967.7,HAVANA,gene,,,protein_coding,NOC4L,1,HGNC:28461,OTTHUMG00000168260.5
ENSG00000184979.10,HAVANA,gene,,,protein_coding,USP18,2,HGNC:12616,OTTHUMG00000150104.2
ENSG00000184983.11,HAVANA,gene,,,protein_coding,NDUFA6,2,HGNC:7690,OTTHUMG00000151287.6
ENSG00000184984.10,HAVANA,gene,,,protein_coding,CHRM5,2,HGNC:1954,OTTHUMG00000129369.6
ENSG00000184985.16,HAVANA,gene,,,protein_coding,SORCS2,2,HGNC:16698,OTTHUMG00000159981.4
ENSG00000184986.11,HAVANA,gene,,,protein_coding,TMEM121,2,HGNC:20511,OTTHUMG00000029912.4
ENSG00000184988.8,HAVANA,gene,,,protein_coding,TMEM106A,2,HGNC:28288,OTTHUMG00000180879.4
ENSG00000184990.13,HAVANA,gene,,,protein_coding,SIVA1,2,HGNC:17712,OTTHUMG00000170819.4
ENSG00000184992.13,HAVANA,gene,,,protein_coding,BRI3BP,2,HGNC:14251,OTTHUMG00000168548.4
ENSG00000184995.7,HAVANA,gene,,,protein_coding,IFNE,2,HGNC:18163,OTTHUMG00000019672.2
ENSG00000185000.12,HAVANA,gene,,,protein_coding,DGAT1,2,HGNC:2843,OTTHUMG00000174606.4
ENSG00000185002.10,HAVANA,gene,,,protein_coding,RFX6,2,HGNC:21478,OTTHUMG00000015449.5
ENSG00000185008.17,HAVANA,gene,,,protein_coding,ROBO2,1,HGNC:10250,OTTHUMG00000158935.9
ENSG00000185009.13,HAVANA,gene,,,protein_coding,AP3M1,2,HGNC:569,OTTHUMG00000018497.2
ENSG00000185010.15,HAVANA,gene,,,protein_coding,F8,1,HGNC:3546,OTTHUMG00000022688.16
ENSG00000185013.16,HAVANA,gene,,,protein_coding,NT5C1B,2,HGNC:17818,OTTHUMG00000151765.5
ENSG00000185015.8,HAVANA,gene,,,protein_coding,CA13,2,HGNC:14914,OTTHUMG00000164940.2
ENSG00000185019.17,HAVANA,gene,,,protein_coding,UBOX5,2,HGNC:17777,OTTHUMG00000031731.4
ENSG00000185022.12,HAVANA,gene,,,protein_coding,MAFF,2,HGNC:6780,OTTHUMG00000151163.5
ENSG00000185028.4,HAVANA,gene,,,protein_coding,LRRC14B,1,HGNC:37268,OTTHUMG00000161578.4
ENSG00000185043.12,HAVANA,gene,,,protein_coding,CIB1,2,HGNC:16920,OTTHUMG00000149808.4
ENSG00000185049.16,HAVANA,gene,,,protein_coding,NELFA,1,HGNC:12768,OTTHUMG00000089967.25
ENSG00000185053.14,HAVANA,gene,,,protein_coding,SGCZ,2,HGNC:14075,OTTHUMG00000090827.4
ENSG00000185055.11,HAVANA,gene,,,protein_coding,EFCAB10,2,HGNC:34531,OTTHUMG00000157397.3
ENSG00000185056.10,HAVANA,gene,,,protein_coding,C5orf47,2,HGNC:27026,OTTHUMG00000163349.3
ENSG00000185069.2,HAVANA,gene,,,protein_coding,KRT76,2,HGNC:24430,OTTHUMG00000169797.1
ENSG00000185085.2,HAVANA,gene,,,protein_coding,INTS5,2,HGNC:29352,OTTHUMG00000167605.1
ENSG00000185088.14,HAVANA,gene,,,protein_coding,RPS27L,1,HGNC:18476,OTTHUMG00000155301.7
ENSG00000185100.11,HAVANA,gene,,,protein_coding,ADSS1,1,HGNC:20093,OTTHUMG00000170818.3
ENSG00000185101.13,HAVANA,gene,,,protein_coding,ANO9,2,HGNC:20679,OTTHUMG00000165446.3
ENSG00000185105.5,HAVANA,gene,,,protein_coding,MYADML2,2,HGNC:34548,OTTHUMG00000154388.2
ENSG00000185112.6,HAVANA,gene,,,protein_coding,FAM43A,2,HGNC:26888,OTTHUMG00000156016.2
ENSG00000185115.6,HAVANA,gene,,,protein_coding,NSMCE3,2,HGNC:7677,OTTHUMG00000129261.3
ENSG00000185122.11,HAVANA,gene,,,protein_coding,HSF1,1,HGNC:5224,OTTHUMG00000174604.4
ENSG00000185127.6,HAVANA,gene,,,protein_coding,C6orf120,2,HGNC:21247,OTTHUMG00000016057.1
ENSG00000185129.8,HAVANA,gene,,,protein_coding,PURA,1,HGNC:9701,OTTHUMG00000129242.5
ENSG00000185133.14,HAVANA,gene,,,protein_coding,INPP5J,2,HGNC:8956,OTTHUMG00000151206.12
ENSG00000185149.6,HAVANA,gene,,,protein_coding,NPY2R,2,HGNC:7957,OTTHUMG00000161485.2
ENSG00000185155.12,HAVANA,gene,,,protein_coding,MIXL1,2,HGNC:13363,OTTHUMG00000037558.3
ENSG00000185156.6,HAVANA,gene,,,protein_coding,MFSD6L,2,HGNC:26656,OTTHUMG00000178584.2
ENSG00000185158.12,HAVANA,gene,,,protein_coding,LRRC37B,1,HGNC:29070,OTTHUMG00000132785.3
ENSG00000185163.10,HAVANA,gene,,,protein_coding,DDX51,2,HGNC:20082,OTTHUMG00000168254.2
ENSG00000185176.13,HAVANA,gene,,,protein_coding,AQP12B,2,HGNC:6096,OTTHUMG00000152263.2
ENSG00000185187.13,HAVANA,gene,,,protein_coding,SIGIRR,1,HGNC:30575,OTTHUMG00000165412.6
ENSG00000185189.18,HAVANA,gene,,,protein_coding,NRBP2,2,HGNC:19339,OTTHUMG00000165157.3
